INDEX,Bsku,Manufac,Name,Flavor,Size,Minimum
05078,40115,*Fonex,Hair Gel 23.6oz 24pc mixed Display,,,1
05079,67921,*Kuza,Indian Hemp 8oz 24pcs w/Setting&Shm8/Rlx4/Cond2oz,,,1
05080,07205,*ES,Therapy Repair 31pc Display,,,1
05081,07245,ES,Anti-Frizz Polisher w/Aloe Vera,,6oz,24
05082,07247,ES,Anti-Frizz Polisher w/Olive Oil,,6oz,24
05083,07249,ES,Anti-Frizz Polisher for Chemically Treated Hair,,6oz,24
05084,10239,Gold 'N Hot Professional,Ceramic Triple Waver #2165,,,12
05085,10316,Gold 'N Hot Professional,"Gold 1"" Straightening Iron #3002",,,12
05086,21635,*Dream Catcher,Fresh Scent 4pcs,,,1/6
05087,21636,*Car-Freshner,Support Ribbon Pink Blossom 4pcs,,,1/6
05088,21638,*Car-Freshner,Liquid Aire Ventclip Assorted 16pc Display,,,1
05089,73333,Queen Helene,Mango Butter Lotion,,16oz,6
05090,94309,Black Thang,Obraid Spray 8oz+Stick,,,12
05091,29961,Fantasia,Frizz Buster Serum 6oz w/free Gel 2oz,,,12
05092,16823,Kids Organics,Gro Strong Triple Action 4oz w/Smoothing & Styling Gel 5oz,,,6
05093,82216,Profectiv,Mega Growth,,4.25oz+4oz,6
05094,02022,Andis Professional,#64465 Ceramic Blade Size 1,,,12
05095,02024,Andis Professional,#63055 Ceramic Blade Size1A,,,12
05096,02034,Andis Professional,#63040 Ceramic Blade 3-1/2,,,12
05097,02036,Andis Professional,#64435 Ceramic Blade 3-3/4,,,12
05098,30398,Sanek,Mega Wrap Black Dispenser,,,12
05099,30399,Sanek,Neck Strip Black Dispenser,,,12
05100,29035,African Pride,Braid Sheen Spray,,12oz,12
05101,29039,African Pride,Braid Spray Olive Miracle,,12oz,12
05102,29037,African Pride,Braid Spray Extra shine,,12oz,12
05103,29023,African Pride,"Hair, Scalp & Skin Oil Mist",,8oz,12
05104,29003,African Pride,Texturizer Kit Multi-Length,,,12
05105,29045,African Pride,Leave In Conditioner,,12oz,12
05106,29015,African Pride,No Base Relaxer Regular,,15oz,12
05107,29017,African Pride,No Base Relaxer Super,,15oz,12
05108,29048,African Pride,Olive Oil Moisturizer Hair Lotion,,12oz,12
05109,29064,African Pride,Olive Miracle Cream,,5.3oz,12
05110,29030,African Pride,Olive Miracle Oil Sheen Spray,,8oz,12
05111,29042,African Pride,2 In 1 Shampoo & Conditioner,,12oz,12
05112,29075,African Pride,Authentic Comb Thru Texturizer Kit,,,12
05113,29078,African Pride,Authentic Wave Pomade,,5.3oz,12
05114,01967,Ampro,Pre Creme Sensitive Scalp,,12.5oz,12
05115,52008,Taliah Waajid,Black Earth Moisture Clenz,,8oz,6
05116,13702,*Claudia Stevens,Equatone Skin 24pc Display,,,1
05117,13700,*Claudia Stevens,Eye Fix Mix 16pc Display,,,1
05118,12452,Clubman,Styling Gel Tube,,3.75oz,12
05119,14810,Dr. Miracle's,Follicle Healer Pomade,,2oz,6
05120,13858,*Fira,Beeswax 30pc Display,,,1
05121,13859,*Fira,Beeswax Wire Rack 66pc Display,,,1
05122,24202,Creme of Nature,Argan Oil Gloss & Shine Mist,,4oz,12
05123,24203,Creme of Nature,Argan Oil Gloss & Shine Polisher,,4oz,12
05124,14805,*Dr. Miracle's,Follicle Healer Deep Conditioning Treatment 1.75oz 12pc Display,,,1/3
05125,14815,Dr. Miracle's,Follicle Healer Crème,,2oz,6
05126,14820,Dr. Miracle's,Follicle Healer Hydrating Oil,,2oz,6
05127,53520,Designer Touch,Perm Treatment,,32oz,12
05128,29417,Elasta QP,Soy-Oyl Conditioner,,33.8oz,3
05129,29419,Elasta QP,Soy-Oyl Deep Conditioner,,33.8oz,6
05130,29413,Elasta QP,Soy-Oyl Neutralizing Shampoo,,33.8oz,6
05131,29410,Elasta QP,Soy-Oyl No-Lye Relaxer Kit,,4 App,4
05132,29415,Elasta QP,Soy-Oyl Shampoo,,33.8oz,6
05133,43479,Hollywood,Olive Cholesterol,,5lb,3
05134,43478,Hollywood,Tea Tree Cholesterol,,5lb,3
05135,43209,Hollywood,Tea Tree Creme,,2oz,24
05136,34496,Hawaiian Silky,No Base Relaxer Regular,,15lb,4
05137,34494,Hawaiian Silky,Herbal Relaxer Kit Regular,,2 App,6
05138,34495,Hawaiian Silky,Herbal Relaxer Kit Super,,2 App,6
05139,88543,Idole,Natural Organic Cream,,1.76oz,12/72
05140,88544,Idole,Natural Organic Soap,,7oz,3/72
05141,67924,Kuza,Bergamot Hairdress,,8oz,6
05142,67956,Kuza,Coconut Creme Conditioner Jar,,8oz,6
05143,67949,Kuza,Coconut Creme Polisher,,4oz,12
05144,67955,Kuza,Coconut Creme Polisher,,8oz,12
05145,67990,Kuza,Indian Hemp Hair & Scalp Oil,,4oz,12
05146,67992,Kuza,Indian Hemp Hair & Scalp Oil,,8oz,12
05147,67957,Kuza,No Base Relaxer Regular,,8oz,6
05148,67961,Kuza,No Base Relaxer Super,,8oz,6
05149,67946,*Kuza,No Base Relaxer Regular 15oz 6pcs w/free T-Shirt,,,1
05150,67948,*Kuza,No Base Relaxer Super 15oz 6pcs w/free T-Shirt,,,1
05151,67994,Kuza,Hair Polisher,,4oz,12
05152,67996,Kuza,Hair Polisher,,8oz,12
05153,67603,Labella,Placenta Shampoo,,34oz,4
05154,67649,Labella,Super Spikes Styling Gel,,3oz,24
05155,67666,Labella,Super Spikes Styling Gel,,22oz,6
05156,88592,Movate,Carrot Cream,,1.76oz,144
05157,73931,Nexxus,Botanphuse Nourishing Botanical Conditioner,,13.5oz,4
05158,73923,Nexxus,Color Ensure Replenishing Color Care Conditioner,,5.1oz,4
05159,73922,Nexxus,Color Ensure Replenishing Color Care Conditioner,,13.5oz,4
05160,73948,Nexxus,Heat Protexx Heat Protection Styling Spray,,8.5oz,4
05161,73908,Nexxus,Humectress Ultimate Moisturizing Conditioner,,3oz,12
05162,73907,Nexxus,Humectress Ultimate Moisturizing Conditioner,,5.1oz,4
05163,88072,Optimum Care,Salon Collection Fortifying Conditioner,,13.5oz,6
05164,88071,Optimum Care,Salon Collection Replenishing Shampoo,,13.5oz,6
05165,88073,Optimum Care,Salon Collection Sheen Spray,,10oz,6
05166,88479,SH•18,Gel,,1.76oz,144
05167,87495,Softee,Marcel Wax,,3.5oz,12
05168,56826,Sof n' Free n' Pretty,Olive & Sunflower Oil Leave-In Detangler,,12oz,6
05169,29819,Fantasia,Frizz Buster Serum,,2oz,24
05170,29934,Fantasia ic,Liquid Mousse Super Hold Spritz 50% Free,,12oz,12
05171,17660,Wella Color Charm,Crème Developer 20 Volume,,16oz,12
05172,17661,Wella Color Charm,Crème Developer 30 Volume,,16oz,12
05173,81315,Diamond Bond,Before & After Conditioning Shampoo,,8oz,6
05174,81318,Diamond Bond,Conditioning Remover Solution,,8oz,6
05175,81321,Diamond Bond,Protecting Adhesive Bonder,,2oz,12
05176,81310,Diamond Bond,Protective Shield Kharkoal,,2oz,12
05177,81312,Diamond Bond,Protective Shield Kharkoal,,8oz,6
05178,81305,Diamond Bond,Protective Shield Transparent,,2oz,12
05179,81307,Diamond Bond,Protective Shield Transparent,,8oz,6
05180,03060,*At One with Nature,Itchy 24pc Display,,,1
05181,24045,*Creme of Nature,Nourishing Conditioner 2.1oz 36pc Display,,,1
05182,84668,Fabulaxer,Neutralizing Shampoo,,15oz,6
05183,84674,Fabulaxer,Styling Lotion,,15oz,6
05184,18401,Gillette,Fusion Power 4ct Cartridge,,,12/48
05185,18402,Gillette,Fusion Power 8ct Cartridge,,,6/36
05186,18403,Gillette,Fusion Power Razor,,,6/36
05187,18410,Gillette,Fusion Gamer Razor,,,6/36
05188,02670,Gold Magic,Black Braid Elastic #202,,,24/72
05189,02671,Gold Magic,Brt Braid Elastic,,,24/72
05190,10686,Palmer's,Mousse Extra Hold,,10oz,12
05191,86930,Sir Charles,On Time Control,,8oz,24
05192,94305,Black Thang,Beeswax Maximum,,4oz,12
05193,94307,Black Thang,Beez Wax Pomade Maximum,,4oz,12
05194,10119,Gold 'N Hot Professional,7pc Stove Iron Set #5249,,,1
05195,43475,Hollywood,Tea Tree Astringent 8oz w/free Tea Tree Soap,,,12
05196,43269,Hollywood,Argan Oil Spritz,,3oz,6
05197,43276,Hollywood,Sulfur Scalp Treatment 7.5oz w/free Sulfur Soap 3.5oz,,,6
05198,67733,Eco Style,Krystal Gel 32oz w/free Blue Gel 2oz,,,12
05199,53492,Luster's,Smooth Touch Lotion 12oz w/free Oil Sheen 1oz,,,6
05200,16829,Africa's Best,Olive & Clove Oil Therapy 6oz w/free Cocoa/Shea Butter Body Lotion 1.75oz,,,12
05201,16830,Africa's Best,Organics Hair Mayonnaise,,76oz,6
05202,16831,Africa's Best,Organics Cholesterol Tea Tree Oil,,79oz,6
05203,16832,Africa's Best,Organics Olive Oil Deep Conditioner,,76oz,6
05204,89989,*Blue Magic,Conditioner 12pc w/free 3pcs Petroleum Jelly 12oz,,,1
05205,33319,Ardell,Individual Knot-Free Long Black,,,4/72
05206,33330,Ardell,Duralash Lashes Flare Medium Brown,,,4/72
05207,33331,Ardell,Duralash Lashes Flare Long Black,,,4/72
05208,82353,Salon Pro,Bonding Glue Conditioning Remover Shampoo,,4oz,48
05209,82354,Salon Pro,Bonding Glue Conditioning Remover Shampoo,,12oz,12
05210,82355,Salon Pro,30 Sec Anti-Fungus Super Hair Bond Glue,,2oz,24
05211,82356,Salon Pro,30 Sec Anti-Fungus Super Hair Bond Glue,,4oz,12
05212,82359,Salon Pro,30 Sec Super Hair Bond Remover,,8oz,12
05213,24207,Creme of Nature,Kiwi & Citrus Ultra Moisturizing Shampoo 8.45oz w/free Argan Oil Gloss & Shine Mist 1oz,,,12
05214,24208,Creme of Nature,Sunflower & Coconut Detangling Shampoo 8.45oz w/free Argan Oil Gloss & Shine Polisher 1oz,,,12
05215,43397,Hollywood,Carrot Oil 8oz w/free Soap,,,12
05216,66179,*Bigen,Semi Permanent Hair Color 3oz 40pc Display,,,1
05217,43249,Hollywood,Apricot Scrub10.5oz w/free Soap,,,6
05218,29976,Fantasia ic,Super Hold Spritz Polisher,,12oz,12
05219,29915,Fantasia ic,Tea Shampoo,,16oz,12
05220,65748,ORS,Olive Oil Girls Soft Curls Texturizer Kit,,,6
05221,87739,Roots of Nature,Strengthening Oil Moisturizer 8.5oz w/free Nurturing Repair Shampoo 1.7oz,,,6
05222,87740,Roots of Nature,Nurturing Repair Shampoo10oz w/free Strengthening Oil Moisturizer 1.7oz,,,6
05223,37980,Dax,Removing Shampoo,,8oz,12
05224,37982,Dax,Restoring Conditioner,,8oz,12
05225,64005,Dr. Organics,Peppermint Castile Soap w/Shea Butter,,16oz,12
05226,64006,Dr. Organics,Black Castile Soap w/Shea Butter,,16oz,12
05227,96221,Solid Gold,Straightening Iron,,,6/12
05228,24147,Lottabody,Olive Oil Setting Lotion,,8oz+4oz,12
05229,64016,Dr. Organics,Black Castile Soap w/Shea Butter,,32oz,12
05230,65563,ORS,Tea Tree Anti-Bump Lotion & Spray Value Pack,,,6
05231,29894,Fantasia,Liquid Mousse Super Hold Spritz,,2oz,48
05232,16833,Ultimate Organics,Therapy Olive Oil Polishing & Styling Gel 15oz w/free Organics Hair Mayonnaise 4oz,,,12
05233,16834,Kids Organics,Olive Oil Hair Softening System w/free Kids Organics Olive Oil Styling Gel 5oz,,,12
05234,65588,ORS,Olive Oil 6oz w/free Aloe Shampoo 1oz,,,12
05235,52060,Taliah Waajid,Black Earth Curly Curl Cream,,6oz,6
05236,52062,Taliah Waajid,Black Earth The Great Detangler,,8oz,6
05237,89925,Five Star,Anti-Dandruff Hair Grooming,,3.5oz,12
05238,68118,Super Star,Creme Developer 20Vol,,16oz,12
05239,68119,Super Star,Creme Developer 30Vol,,16oz,12
05240,68120,Super Star,Creme Developer 40Vol,,16oz,12
05241,65757,ORS,Girls Olive Oil Moisturizing Styling Lotion,,8.5oz,12
05242,65755,ORS,Girls Olive Oil Hair Pudding,,13oz,12
05243,65750,ORS,Girls Olive Oil Relaxer Kit Regular,,,12
05244,29028,*African Pride,Olive Miracle 19pc Display,,,1
05245,29260,*Elasta QP,Glaze Plus 21pc Display,,,1
05246,10691,Palmer's,Soft Shaping Wax,,3.5oz,12
05247,13825,Lisa Rachel,Sulfate Free Conditioner & Cleanser Jojoba & Chamomile,,12oz,12
05248,73353,Queen Helene,Mud Pack Mask,,12oz,12
05249,12488,Gigi,Soy Natural Microwave Kit,,,6/24
05250,13869,*Fira,Beeswax Wire Rack  60pc Display,,,1
05251,29050,African Pride,Olive Oil Growth Oil Maximum,,8oz,12
05252,67668,Labella,Wet & Shine Gel,,22oz,6
05253,82340,African Essence,Weave Spray,,12oz,12
05254,84645,Revlon,Relaxer Jar Regular,,8oz,12
05255,75035,*Aphogee,Keratin 2 Minute Reconstructor .7oz 12pc Display,,,1/6
05256,43262,Hollywood,Argan Oil Treatment,,8oz,6
05257,91900,*Motions,Marula 29pc Pre-Pack,,,1
05258,33327,Ardell,Brush-On Striplash Adhesive,,.18oz,6/72
05259,33324,Ardell,LashTite Individual Lash Clear Adhesive,,.125oz,6/72
05260,33325,Ardell,LashTite Individual Lash Clear Adhesive,,3/4oz,12/144
05261,33326,Ardell,LashTite Individual Lash Dark Adhesive,,3/4oz,12/144
05262,75040,Aphogee,Pro-Vitamin Leave-In Conditioner,,8oz,12
05263,66170,Bigen,Semi-Permanent Hair Color,Bluest Black BB1,3oz,6/36
05264,66169,Bigen,Semi-Permanent Hair Color ,Jet Black JB1,3oz,6/36
05265,66171,Bigen,Semi-Permanent Hair Color ,Natural Black NB2,3oz,6/36
05266,66176,Bigen,Semi-Permanent Hair Color ,Golden Blonde BG6,3oz,6/36
05267,66173,Bigen,Semi-Permanent Hair Color ,Chestnut Brown CHB3,3oz,6/36
05268,66175,Bigen,Semi-Permanent Hair Color ,Copper Brown CB4,3oz,6/36
05269,66172,Bigen,Semi-Permanent Hair Color ,Darkest Brown DB2,3oz,6/36
05270,66174,Bigen,Semi-Permanent Hair Color ,Warm Brown WB3,3oz,6/36
05271,66178,Bigen,Semi-Permanent Hair Color ,Intense Red R4,3oz,6/36
05272,66177,Bigen,Semi-Permanent Hair Color ,Violet Red VR4,3oz,6/36
05273,99751,Black Orchid,Pomade,,4oz,12
05274,99752,Black Orchid,Bergamot,,4oz,12
05275,89945,Blue Magic,Petroleum Jelly,,12oz,12
05276,29268,Elasta QP,Glaze Plus Maximum Hold Gel,,6oz,12
05277,29264,Elasta QP,Glaze Plus Silkening Polisher Serum,,6oz,12
05278,29266,Elasta QP,Glaze Plus Silkening Polisher Spray,,6oz,12
05279,29262,Elasta QP,Glaze Plus Design Spritz,,8oz,12
05280,43575,Gentle Treatment,Relaxer Regular,,8oz,6
05281,43576,Gentle Treatment,Relaxer Super,,8oz,6
05282,34130,*Hask,Argan Oil Vials 5/8oz 18pc Display,,,1/6
05283,34135,*Hask,Macadamia Oil Tube1oz 18pc Display,,,1/6
05284,67668,Labella,Wet & Shine Gel,,22oz,6
05285,12554,Super Nail,N/A (Natural & Artificial Nail) Polish Remover,,8oz,24
05286,12556,Super Nail,Pure Acetone Polish Remover,,8oz,24
05287,29963,Fantasia ic,Tea Tree Naturals Conditioner,,12oz,12
05288,67916,Kuza,Beeswax Conditioner,,2oz,48
05289,67911,Kuza,Coconut Oil Conditioner,,2oz,48
05290,67913,Kuza,Hair Food Regular,,2oz,48
05291,43724,*Ultra Sheen,Ultra Care 20pc Display,,,1
05292,43725,Ultra Sheen,Ultra Care Growth Relaxer Kit Regular,,,6
05293,43727,Ultra Sheen,Ultra Care Growth Relaxer Kit Super,,,6
05294,43729,Ultra Sheen,Ultra Care Hydrating Shampoo,,8oz,6
05295,43731,Ultra Sheen,Ultra Care Leave In Conditioner,,8oz,6
05296,43733,Ultra Sheen,Ultra Care Oil Rich Serum,,2oz,6
05297,43590,*Ultra Sheen,Men Fade & Wave Style 12pc Display,,,6
05298,43594,Ultra Sheen,Men Fade Style Super Hold Hair Dress,,3.5oz,6
05299,43598,Ultra Sheen,Men Style Lite Crème Moisturizer,,6oz,6
05300,43596,Ultra Sheen,Men Wave/Curl Style Grooming Gel,,6oz,6
05301,43566,Ultra Sheen,Supreme Aerosol Shine Spray,,9.5oz,6
05302,43562,Ultra Sheen,Supreme Conditioning Setting Lotion,,8oz,6
05303,43564,Ultra Sheen,Supreme Flat Iron Protection,,8oz,6
05304,37409,Wet-N-Wavy,Curl Moisture Conditioner,,8oz,12
05305,37411,Wet-N-Wavy,Curl Moisture Shampoo,,8oz,12
05306,37407,Wet-N-Wavy,Hair Polishing Activator Gel,,10.5oz,12
05307,37406,Wet-N-Wavy,Super Freeze Spritz,,10oz,12
05308,87742,Roots of Nature,Mango Oil & Sweet Almond Oil Thermal Smoothing Serum,,4.2oz,6
05309,87741,Roots of Nature,Mango Oil & Cupuacu Butter Curl Reviving Spray,,8.5oz,6
05310,87735,Roots of Nature,Mango Oil & Cupuacu Butter Butter Whip Coil Cream,,6.1oz,6
05311,87745,Roots of Nature,Mango Oil & Cupuacu Butter Feather Whipped Curl Cream,,6.1oz,6
05312,02317,Bronner Bros,Oil Moisturizer,,32oz,12
05313,02318,*Bronner Bros,Back 2 Life 2-in-1 Conditioner 1.75oz Packets 12ct,,,1/3
05314,94306,Black Thang,Olive Braid Spray,,8oz,6
05315,67922,Kuza Naturals,100% African Shea Butter Creamy - Yellow,,8oz,12
05316,72106,Deity,Plant Shampoo,,28oz,12
05317,72109,Deity,Plant Conditioner,,28oz,12
05318,14899,*Dr. Miracle's,Bonus 18pc Display,,,1
05319,24210,Creme of Nature,Argan Oil Relaxer Kit Regular,,,12
05320,24211,Creme of Nature,Argan Oil Relaxer Kit Super,,,12
05321,87743,Roots of Nature,Relaxer Kit 1 App Regular,,,6
05322,87744,Roots of Nature,Relaxer Kit 1 App Gentle,,,6
05323,29965,Fantasia ic,Tea Tree Naturals Pure Oil,,1oz,6/12
05324,67670,Labella,Shine Polish Serum 6oz w/ Max Gel 12oz,,,6
05325,67671,Labella,Shine Polish Spray 6oz w/ Curl Gel 12oz,,,6
05326,72155,Deity,Camellia Silk Serum,,3.52oz,8/80
05327,99753,Black Orchid,Hair Food,,4oz,12
05328,16837,Ultimate Organics,Cocoa & Shea Butter Lotion,,1.75oz,24
05329,16838,Ultimate Organics,Olive Oil Lotion,,1.75oz,24
05330,16656,Blue Duchesss,Hair Food,,7oz,12
05331,16667,Blue Duchesss,Magic Gro,,7oz,12
05332,50515,*Diva Tweeze,Santa's Helper 12pc Display,,,1
05333,50516,*Diva Tweeze,Exotic Girls 12pc Display,,,1
05334,14911,Dr. Miracle's,Temple & Nape Growth Balm 50% Free,,6oz,6
05335,14907,Dr. Miracle's,Hot Gro Hair & Scalp 50% Free,,6oz,6
05336,14917,Dr. Miracle's,2 In 1 Shampoo & Conditioner,,6oz+6oz,6
05337,14948,Dr. Miracle's,Anti-Breakage Strengthening Crème 50% Free,,6oz,6
05338,17307,Sea Breeze,Astringent 33% Free,,16oz,12
05339,27801,Infusium 23,Maximum Body Leave-In 20oz w/Shampoo 20oz,,,6
05340,27802,Infusium 23,Original Leave-In 20oz w/Gentle Shampoo 20oz,,,6
05341,67607,Labella,Manzanilla Shampoo 34oz w/free Conditioner 12oz,,,6
05342,16839,Africa's Best,Organics Olive Gro Lotion 12oz w/free Shampoo 6oz,,,12
05343,24152,Lottabody Professional,Carrot & Keratin Foam Wrap,,7oz,12
05344,24153,Lottabody Professional,Carrot & Keratin Setting Lotion,,8oz,12
05345,88074,Optimum Care,Essential Nutrition .25oz 4ct,,,6
05346,88075,*Optimum Care,Conditioning Masque 1.75oz 12ct,,,4
05347,44502,Double Sheen Organics,Olive Oil Relaxer Kit Regular 2pk,,,6
05348,44503,Double Sheen Organics,Olive Oil Relaxer Kit Super 2pk,,,6
05349,44504,Double Sheen Organics,Olive Oil Kid's Relaxer Kit Regular 2pk,,,6
05350,72617,Nunaat,Silicon Shampoo Fortified,,16.8oz,6
05351,72618,Nunaat,Silicon Shampoo Moisturizing,,16.8oz,6
05352,16836,Africa's Best,Originals Olive Oil Sheen,,11.5oz,12
05353,14421,Dark & Lovely,Healthy Gloss Moisture Shampoo,,13.5oz,6
05354,14422,Dark & Lovely,Healthy Gloss Moisture Conditioner,,13.5oz,6
05355,14423,Dark & Lovely,Healthy Gloss Moisture Leave-In Treatment,,8.5oz,6
05356,88077,Optimum Care,Whipped Oil Moisturizer,,8.5oz,6
05357,88076,Optimum Care,Heat Protecting Polisher,,4.2oz,6
05358,93410,Vigorol,Mousse Relaxed Hair,,12oz,6
05359,93412,Vigorol,Mousse Olive Oil Mega Moisture,,12oz,6
05360,93414,Vigorol,Mousse Maximum Shine & Wave,,12oz,6
05361,93416,Vigorol,Mousse Curly Hair,,12oz,6
05362,67997,*Kuza,Indian Hemp 4oz 48pcs w/free Kuza Clock & Kuza T-Shirt,,,1
05363,67999,*Kuza,Indian Hemp 18oz 24pcs w/free Kuza Clock & Kuza T-Shirt,,,1
05364,10711,*Palmer's,Cocoa Butter Massage 1.1oz 36pc Display,,,1
05365,11425,African Pride,Hilites Senegal Sunset 1App,,,12
05366,67699,Labella,Vitamin E Cream 4oz BOGO,,,5
05367,68011,*Kuza,Flat Angels Assorted Clip Strip 12pcs,,,36
05368,68013,*Kuza,Flat Cherubs Assorted Clip Strip 12pcs,,,36
05369,37476,Remy,Tangle Free Mist Trial,,2oz,48
05370,02054,Andis Retail,#13780 Multitrim Cordless Trimmer,,,4
05371,10191,Gold 'N Hot Professional,Inks 1875 Watt Dryer #3203,,,24
05372,16810,Africa's Best,Leave In Conditioner,,12oz,12
05373,16811,Africa's Best,Originals Coconut Crème Restorative Conditioner,,15oz,3/6
05374,28399,*Xtreme,Gel Rack w/Product 105pc Display,,,1
05375,44500,Dr. Clear,Lightening Cream,,8oz,12
05376,44501,Dr. Clear,Lightening Cream,,14oz,12
05377,67328,Johnson's,Baby Bath Bar,,3oz,24
05378,67332,Johnson's,Moisture Care Baby Wash,,15oz,24
05379,67339,Johnson's,Original Baby Powder,,15oz,6/24
05380,67450,Neutrogena,Power-Clear Scrub,,4.2oz,12
05381,73376,Queen Helene,Cholesterol + Tea Tree,,12oz,12
05382,89982,*Blue Magic,Bergamot 12oz 12pc w/3pcs Arganics Herbal Complex NC,,,1
05383,89985,*Blue Magic,Coconut Oil 12oz 12pc w/3pcs Arganics Mango & Lime NC,,,1
05384,89967,*Blue Magic,Conditioner 12oz 12pc w/3pcs Sulfur 8 Kids Curly Pudding 14.4oz NC,,,1
05385,82109,Profectiv,Mega Growth Growth Lotion 50% Free,,12oz,12
05386,37087,Smooth 'n Shine,Silk 'n Sleek Straightening Polisher 7oz 75% Free,,,6
05387,02054,Andis,#13780 Multitrim Cordless Trimmer,,,4
05388,82362,Salon Pro,30 Sec Weave Wrap Clear,,2oz,12/72
05389,82361,Salon Pro,30 Sec Weave Wrap Clear,,8oz,6
05390,82363,Salon Pro,30 Sec Weave Wrap Dark,,2oz,12/72
05391,82360,Salon Pro,30 Sec Weave Wrap Dark,,8oz,6
05392,67870,Ambi,Even & Clear Mark Minimizer,,1oz,12
05393,02367,Bronner Bros,Pump It Up Gold Spritz 55VOC,,8oz,12
05394,02366,Bronner Bros,Pump It Up Spritz 55VOC,,8oz,12
05395,66155,Bigen,Semi-Permanent Trays & Swatches,,,1/22
05396,67117,Clear-N-Smooth,Ultra-Brite Skin Brightening Lotion,,6.5oz,12
05397,24216,Creme of Nature,Argan Oil Moisturizer,,8.45oz,12
05398,24212,Creme of Nature,Argan Oil Treatment,,3oz,12
05399,14424,Dark & Lovely,Healthy Gloss Hair Creme,,6.1oz,6
05400,53522,Designer Touch,Oil Sheen,,11.5oz,12
05401,67632,*GroWorks,Stop Breakage 1.75oz 12pc Display,,,1/2
05402,34102,*Hask,Henna 'n' Placenta Regular 2oz 12pc Display,,,1/2
05403,34140,*Hask,Keratin Vials 5/8oz 18pc Display,,,1/6
05404,01969,Ampro,Shine 'n Jam Regular 4oz w/Protein Gel 4.5oz,,,12
05405,01968,Ampro,Shine 'n Jam Extra Strength 4oz w/Protein Gel 4.5oz,,,12
05406,99780,Beaute de Femme,Lotion,,8.2oz,12
05407,99781,Beaute de Femme,Hair Treatment,,4oz,12
05408,99782,Beaute de Femme,Shampoo,,8.2oz,12
05409,99783,Beaute de Femme,Conditioner,,8.2oz,12
05410,99784,Beaute de Femme,Caribean Castor Oil,,4oz,12
05411,34106,*Hask,Henna 'n' Placenta Olive 2oz 12pc Display,,,1/2
05412,34144,Hask,Keratin Smooth Conditioner,,12oz,6
05413,99615,O' Tentika,Fade Out Skin Tone Cream Pink,,8.8oz,24
05414,99616,O' Tentika,Fade Out Skin Tone Cream Brown,,8.8oz,24
05415,99607,O' Tentika,C15 Serum Pink,,1.06oz,72
05416,99609,O' Tentika,Exfoliating Soap Pink,,7oz,36
05417,99611,O' Tentika,Hygienic Soap Pink,,3.5oz,72
05418,99612,O' Tentika,Hygienic Soap Brown,,3.5oz,72
05419,82122,Profectiv,Mega Growth Shine Serum,,6oz,12
05420,03771,Soft & Precious,Baby Lotion,,10oz,6
05421,03701,Soft & Precious,Baby Oil,,10oz,6
05422,03726,Soft & Precious,Liquid Baby Powder,,10oz,6
05423,03746,Soft & Precious,Moisturizing Hairdress Dry,,5oz,6
05424,03741,Soft & Precious,Moisturizing Hairdress Regular,,5oz,6
05425,03756,Soft & Precious,2-In-1 Bath & Shampoo,,10oz,6
05426,37103,Smooth 'n Shine,Diamond Luster Pump Spritz,,10.8oz,3/6
05427,37163,Smooth 'n Shine,Mousse Straight & Glossy,,9oz,3/6
05428,37342,Smooth 'n Shine,Olive & Tea Tree Scalp Spray,,7.4oz,3/6
05429,37340,Smooth 'n Shine,Olive & Tea Tree Wrap Mousse,,8.5oz,3/6
05430,89966,Sulfur 8,Kids Detangling Spray,,12oz,12
05431,89957,Sulfur 8,Kids Condition/Shampoo,,13.5oz,12
05432,80150,Sulfur 8,Medicated Shampoo,,11oz,12
05433,53493,Luster's,Pink Sheen Spray,,1.5oz,48
05434,93428,Vigorol,Gloss Polisher Spray,,5oz,6
05435,34104,*Hask,Henna 'n' Placenta Super 2oz 12pc Display,,,1/2
05436,34142,*Hask,Keratin Deep Conditioner 1.75oz 12pc Display,,,1/2
05437,34152,*Hask,Hot Oil Creme Olive 1oz 18pc Display,,,1/6
05438,34150,*Hask,Hot Oil Creme Regular 1oz 18pc Display,,,1/6
05439,34114,*Hask,Placenta Vials Olive 5/8oz 18pc Display,,,1/6
05440,34124,Hask,Placenta Treatment Olive,,5oz,6
05441,34110,*Hask,Placenta Vials Regular 5/8oz 18pc Display,,,1/6
05442,34120,Hask,Placenta Treatment Regular,,5oz,6
05443,34112,*Hask,Placenta Vials Super 5/8oz 18pc Display,,,1/6
05444,34122,Hask,Placenta Treatment Super,,5oz,6
05445,99613,Hypercreme,Extratone Fade Cream,,8.8oz,24
05446,99614,Hypercreme,Illumination Fluid,,10.6oz,24
05447,34830,Jane Carter,Curl Define Cream,,16oz,12
05448,34828,Jane Carter,Hydrating Shampoo,,8oz,12
05449,34808,Jane Carter,Scalp Renew,,2oz,0
05450,53498,Luster's,Pink Holding Spray,,11.5oz,12
05451,53347,Luster's,Oil Moisturizer $8.99 Pre-price,,32oz,12
05452,53494,Luster's,Pink Sheen Spray,,7oz,12
05453,53495,Luster's,Pink Sheen Spray,,11.5oz,12
05454,53496,Luster's,Scalp Soother,,11.5oz,12
05455,53497,Luster's,Renutrients Sheen Spray,,11.5oz,12
05456,53902,Lustrasilk,Curl Max Curl Activator Moisturizer,,20oz,6
05457,53906,Lustrasilk,Curl Max Curl Activator Moisturizer,,32oz,6
