INDEX,Bsku,Manufac,Name,Flavor,Size,Minimum
05458,53914,Lustrasilk,Curl Max Curl Pudding,,8oz,6
05459,53910,Lustrasilk,Curl Max Extra Light Curl Activator Moisturizer,,16oz,6
05460,53918,Lustrasilk,Curl Max Twisty Curly Spray,,8oz,6
05461,53818,Lustrasilk,Moisture Max Hydrate Therapy Deep Conditioner,,8oz,6
05462,53802,Lustrasilk,Moisture Max Oil Moisturizing Lotion,,16oz,6
05463,53804,Lustrasilk,Moisture Max Oil Moisturizing Lotion,,12oz,6
05464,53824,*Lustrasilk,Moisture Max Deep Conditioner 1.5oz 12pc Display,,,1/2
05465,24154,Lottabody Professional,Carrot Setting Lotion,,32oz,12
05466,72621,Nunaat,Silicon Leave-In,,10.5oz,12
05467,72619,Nunaat,Silicon Fortifying Hair Mask,,8.8oz,12
05468,72620,Nunaat,Silicon Moisturizing Hair Mask,,8.8oz,12
05469,72622,Nunaat,Silicon Hair Serum Polisher,,3.3oz,12
05470,99601,O' Tentika,Maxitone Complexion Milk,,10.6oz,24
05471,99602,O' Tentika,Skin Tone Formula,,10.6oz,24
05472,93420,Vigorol,Moisturizing & Strengthening Crème,,5oz,6
05473,93422,Vigorol,Temple & Scalp Crème,,5oz,6
05474,93426,Vigorol,Gloss Polisher Serum,,5oz,6
05475,93434,Vigorol,Liquid Relaxer 4oz / Neutralizing Shampoo 4oz,,,6
05476,99650,Carotone,Lotion,,18.6oz,24
05477,99652,Carotone,Fade Cream Jar,,11.1oz,48
05478,99653,Carotone,Fade Cream Jar,,4.5oz,96
05479,99654,Carotone,Brightening Cream,,1oz,240
05480,99655,Carotone,Brightening Soap,,6.7oz,48
05481,99656,Carotone,Brightening Oil,,2.2oz,12/216
05482,16840,Africa's Best,Herbal Oil 8oz w/free Oil Moisturizer 2oz,,,12
05483,99750,Black Orchid,Bergamot,,7oz,12
05484,99754,Black Orchid,Pomade,,7oz,12
05485,99755,Black Orchid,Hair Food,,7oz,12
05486,17701,Clairol,Soy 4Plex Liquicolor Permanente Haircolor,Blondest Blond 10G,2oz,6/72
05487,91801,Motions,Hold & Shine Styling Spray,,11.25oz,6
05488,16841,Africa's Best,Organics Stimulating Therapy Shampoo 12oz w/free Organics Olive Oil Smoother Polisher Serum 6oz,,,12
05489,14994,Dr. Miracle's,No Base Relaxer Regular,Regular,18.75oz,6
05490,14996,Dr. Miracle's,No Base Relaxer Super,Super,18.75oz,6
05491,72158,Deity,Natural Edge Tamer Pomade,,4oz,12/96
05492,81901,Jamaican Mango & Lime,Transition Naturals Coiling Creme Pudding,,6oz,6
05493,81903,Jamaican Mango & Lime,Throback Naturals Coiff Control,,10oz,6
05494,81905,Jamaican Mango & Lime,Throback Naturals Comb It or Knot,,10oz,6
05495,81907,Jamaican Mango & Lime,Transition Naturals Detangling Spray,,10oz,6
05496,81909,Jamaican Mango & Lime,Transition Naturals Springing Gel,,6oz,6
05497,81911,Jamaican Mango & Lime,Transition Naturals No More Relaxer Daily Creme,,6oz,6
05498,81913,Jamaican Mango & Lime,Transition Naturals Naturalizing Detangling Shampoo,,10oz,6
05499,81915,Jamaican Mango & Lime,Transition Naturals Naturalizing & Sealing Conditioner,,10oz,6
05500,81918,Jamaican Mango & Lime,Transition Naturals No More Relaxer Thermo Control Serum,,4oz,6
05501,81919,Jamaican Mango & Lime,Transition Naturals No More Relaxer Flat Iron Solution,,4oz,6
05502,67780,Eco Style,Argan Oil Styling Gel,,32oz,12
05503,67781,Eco Style,Argan Oil Styling Gel,,5lb,6
05504,02233,*Black Opal,Fade System Maximum 6pc Pre-Pack,,,1
05505,02223,Black Opal,Advanced Dual Complex Fade Gel Maximum Strength,,1oz,12
05506,02226,Black Opal,Advanced Dual Complex Fade Gel Sensitive Skin,,1oz,12
05507,10774,Palmer's,Cocoa Butter Skin Therapy Lotion,,7oz,6
05508,14890,Dr. Miracle's,Restorative Treatment,,3 pack,6/12
05509,14892,Dr. Miracle's,Conditioning Treatment,,3 pack,6/12
05510,65594,*ORS,Olive Oil Creamy Aloe Shampoo Packets 1.75oz 12pc Display,,,1/2
05511,67782,Eco Style,Argan Oil Styling Gel,,12oz,6
05512,37090,*Smooth 'N Shine,Natural Beautiful Curls 9pc Pre-Pack,,,1
05513,67674,Labella,Max Hold Styling Gel,,12oz,6
05514,67675,Labella,Lots of Curls Styling Gel,,12oz,6
05515,67676,Labella,Extreme Sport Styling Gel,,12oz,6
05516,67677,Labella,Super Spikes Styling Gel,,12oz,6
05517,16842,Africa's Best,Organics Olive Oil Shamp12oz w/free Olive Oil Smoother Polisher Serum 1oz,,,12
05518,16844,Africa's Best,Organics Olive Oil Foam Wrap Lotion 8.5oz w/free Ultimate Organics Olive Oil Lotion 1.75oz,,,12
05519,45972,Better Locks,Revitalizing Herbal Cleanser,,8oz,12
05520,45973,Better Locks,Strengthening Herbal Leave-In Conditioner,,8oz,12
05521,24218,Creme of Nature,Argan Oil Twin Relaxer Kit Regular,Regular,,12
05522,24219,Creme of Nature,Argan Oil Twin Relaxer Kit Super,Super,,12
05523,56845,Sof n' Free,Argan Oil & Olive Oil Sheen Spray,,14.9oz,6
05524,79601,Black Radiance,Complextion Perfection Undereye Concealer Light to Medium CA8010,,,3/48
05525,79826,Black Radiance,Complextion Perfection Shine Control Primer CA8500,,,3/48
05526,79822,Black Radiance,Complextion Perfection Liquid Foundation Coffee Glaze CA8420,,,3/48
05527,79823,Black Radiance,Complextion Perfection Liquid Foundation Brown Sugar CA8425,,,3/48
05528,79824,Black Radiance,Complextion Perfection Liquid Foundation Chocolate CA8430,,,3/48
05529,79825,Black Radiance,Complextion Perfection Liquid Foundation Ebony CA8435,,,3/48
05530,44505,Double Sheen Organics,Olive Oil Kid's Relaxer Kit Super 2pk,,,6
05531,21609,Car-Freshner,Little Trees Passion,,1pk,24/144
05532,29516,Re-Gro,Scalp Moisturizer 4oz w/Thickening Cream 4oz,,,12
05533,65593,ORS,Olive Oil Smooth-N-Hold Pudding 13oz w/free Olive Oil Edge Gel .5oz,,,12
05534,65526,ORS,Hair Mayonnaise16oz w/free Olive Oil Aloe Shampoo 2oz,,,12
05535,16843,Kids Organics,Shea Butter Detangling Lotion 12oz w/free Shea Butter Shampoo 8oz,,,12
05536,02355,Bronner Bros,Tropical Roots Anti Itch Shampoo Spray,,8oz,12
05537,02356,Bronner Bros,Tropical Roots Growth Oil,,8oz,12
05538,02357,Bronner Bros,Tropical Roots Twist Cream,,6oz,12
05539,02358,Bronner Bros,Tropical Roots Locking Gel,,6oz,12
05540,02359,Bronner Bros,Tropical Roots Firm Locking Gel,,6oz,12
05541,89990,Blue Magic,Argan Oil Leave-In Conditioner w/Vitamin E,,13.75oz,12
05542,89991,Blue Magic,Argan Oil Leave-In Conditioner w/Herbal Complex,,13.75oz,12
05543,89992,Blue Magic,Argan Oil Leave-In Conditioner w/Mango & Lime,,13.75oz,12
05544,37196,*Smooth 'N Shine,Mixed Bonus Size 15pc Display,,,1
05545,79605,Black Radiance,Complextion Perfection Concealer Medium to Dark CA8020,,,3/48
05546,24106,Creme of Nature,Gel Hair Color Classic Mahogany 5.6,,,3/12
05547,72604,Nunaat,Karite Special Nourishing Shampoo,,8.4oz,12
05548,72605,Nunaat,Karite Special Reconstructor,,8.6oz,12
05549,72606,Nunaat,Karite Special Cream Mask,,17.6oz,12
05550,72607,Nunaat,Karite Special AntiFrizz Therma Active,,5.2oz,12
05551,72608,Nunaat,Karite Special Combing Cream,,10.3oz,12
05552,16746,Ultimate Originals,Olive Oil Body Whip Cream,,15oz,12
05553,94383,*99 Point Nine,Assorted Sticks .15oz 60ct,,,1/12
05554,24124,Creme of Nature,Gel Hair Color Mahogany Brown 4.65,,,3/12
05555,10268,Gold 'N Hot Professional,"Ceramic 3/8"" Straightening Iron #2137",,,12
05556,10234,Gold 'N Hot Professional,"Ceramic 3/4"" Straightener #3007",,,12
05557,10193,Gold 'N Hot Professional,Grafitti 1875 Watt Dryer #3205,,,12
05558,10194,Gold 'N Hot Professional,Grafitti Flat Iron #3008,,,12
05559,10128,Gold 'N Hot Professional,1875 Watt Folding Dryer #3204,,,12
05560,82367,Salon Pro,30 Sec Weave & Extension Kit,,,6
05561,28901,*African Pride,Dream Kids Olive Miracle Shampoo/Conditioner/Kits 14pc Display,,,1
05562,28905,African Pride,Dream Kids Olive Miracle Soothing Moisturizing Braid Spray,,12oz,12
05563,28909,African Pride,Dream Kids Olive Miracle  Cream Anti-Breakage Hair Strengthener,,6oz,12
05564,28915,African Pride,Dream Kids Olive Miracle Detangling Moisturizing Conditioner,,12oz,12
05565,28913,African Pride,Dream Kids Olive Miracle Detangling Moisturizing Shampoo,,12oz,12
05566,28907,African Pride,Dream Kids Olive Miracle Anti-Breakage Detangling Oil Moisturizer,,8oz,12
05567,28920,African Pride,Dream Kids Olive Miracle Anti-Breakage No-Lye Relaxer Kit Regular,Regular,,12
05568,28924,African Pride,Dream Kids Olive Miracle Anti-Breakage No-Lye Relaxer Kit Coarse,Coarse,,12
05569,28911,African Pride,Dream Kids Olive Miracle Smooth Edges,,6oz,12
05570,02369,Bronner Bros,Pump It Gold Spritz 80 VOC,,8oz,12
05571,02368,Bronner Bros,Pump It Spritz 80 VOC,,8oz,12
05572,02224,Black Opal,Daily Fade Crème SPF 15 Maximum Strength Plus,,2oz,3/12
05573,02227,Black Opal,Daily Fade Crème SPF 15 Sensitive Skin Formula,,2oz,3/12
05574,02228,Black Opal,Body Fade Crème Sensitive Skin Formula,,6.3oz,3/12
05575,02225,Black Opal,Body Fade Crème Maximum Strength Plus,,6.3oz,3/12
05576,13890,*D&R,Collagen Skincare 20pc Pre-Pack,,,1
05577,13893,D&R,Collagen Essence Mask 5pk,,,24
05578,13892,D&R,Collagen Gel Patches 6pk,,,24
05579,13891,D&R,Collagen Serum,,1oz,24
05580,67778,Eco Style,Argan Oil Styling Gel,,8oz,12
05581,67779,Eco Style,Argan Oil Styling Gel,,16oz,12
05582,29334,Elasta QP,DPR-11+ Deep Penetrating Remoisturizing Conditioner,,15oz,12
05583,76008,Folicure,Dandruff Shampoo,,12oz,12
05584,36838,High Time,Bumpstop Liquid Lady,,2oz,6/36
05585,43411,Hollywood,Black Soap,,5oz,24
05586,43212,Hollywood,Carrot Oil Moist Lotion,,2oz,24
05587,43401,Hollywood,Cocoa Butter Soap,,5oz,24
05588,43214,Hollywood,Mayonnaise Creme Oil,,2oz,24
05589,43213,Hollywood,Olive Oil Moisturizer,,2oz,24
05590,50302,Hicks,Bounce Flat Iron Spray,,8oz,18
05591,50301,Hicks,Diamond Oil,,8oz,24
05592,50300,Hicks,Edges,,4oz,12
05593,50303,Hicks,Silk Solution Serum,,8oz,24
05594,50304,Hicks,Twist N Lock,,8oz,24
05595,13823,*Lisa Rachel,Sulfate Free Conditioner & Cleanser 12oz 12pc Display,,,1
05596,13827,Lisa Rachel,Sulfate Free Conditioner & Cleanser Argan Oil,,12oz,12
05597,13836,*Lisa Rachel,Sulfate Free Conditioner & Cleanser Argan Oil 24pc Display,,,1/6
05598,13834,*Lisa Rachel,Sulfate Free Conditioner & Cleanser Jojoba & Chamomile 24pc Display,,,1/6
05599,13826,Lisa Rachel,Sulfate Free Conditioner & Cleanser Olive Oil & Aloe,,12oz,12
05600,13835,*Lisa Rachel,Sulfate Free Conditioner & Cleanser Olive Oil & Aloe 24pc Display,,,1/6
05601,13824,Lisa Rachel,Sulfate Free Conditioner & Cleanser Tea Tree & Avocado,,12oz,12
05602,13833,*Lisa Rachel,Sulfate Free Conditioner & Cleanser Tea Tree & Avocado 24pc Display,,,1/6
05603,77803,Nutress,Wrap Guard Foam Wrap,,8oz,12
05604,10759,Palmer's,Cocoa Butter SPF 30 Stick,,.5oz,12
05605,10777,Palmer's,Cocoa Butter Eventone Body Milk,,8.5oz,6
05606,10776,Palmer's,Cocoa Butter Eventone Fade Cream,,2.7oz,6
05607,10778,Palmer's,Cocoa Butter Eventone Hand Cream,,2.1oz,6
05608,86799,Razac,Hand & Body Lotion,,2oz,100
05609,29541,Re-Gro,Relaxer Kit Sensitive,Sensitive,,12
05610,29528,Re-Gro,Thickening Cream,,4oz,12
05611,90338,Summit,Liv Hairline & Edges Control Gel,,4oz,12
05612,27820,Condition 3-In-1,Extra Hold Mousse,,6oz,3/12
05613,27822,Condition 3-In-1,Max Hold Mousse,,6oz,3/12
05614,27821,Condition 3-In-1,Moisturizing Mousse,,6oz,3/12
05615,27827,Condition 3-In-1,Maximum Hold Hairspray,,7oz,3/12
05616,27826,Condition 3-In-1,Maximum Hold Unscented Hairspray,,7oz,3/12
05617,27825,Condition 3-In-1,Extra Hold Unscented Hairspray,,7oz,3/12
05618,88486,SH•18,Exfoliating Soap Red,,200g,30
05619,52064,Taliah Waajid,Clean-N-Curly Shampoo,,8oz,6
05620,52066,Taliah Waajid,Curl Sealer,,6oz,6
05621,24155,Lottabody Professional,Carrot Setting Lotion,,2oz,100
05622,1002,Mario Hachem,Anti-Dandruff Serum,,60 ml -2.02oz,6
05623,1003,Mario Hachem,Sebaceous Glands Regulator,,60 ml -2.02oz,6
05624,1101,Mario Hachem,Moisturizing Body-Giving Shampoo,,200 ml -6.76oz,6
05625,1103,Mario Hachem,Nourishing Shampoo for Very Dry Hair,,200 ml -6.76oz,6
05626,1105,Mario Hachem,Shampoo for Colour Treated Hair,,200 ml -6.76oz,6
05627,1114,Mario Hachem,Purifying Shampoo for Oily Hair,,200 ml -6.76oz,6
05628,1116,Mario Hachem,Medicated Anti-Dandruff Shampoo,,200 ml -6.76oz,6
05629,1118,Mario Hachem,Soothing Shampoo for Sensitive Hair,,150 ml - 5.07oz,6
05630,1202,Mario Hachem,Shea Butter Detangling Balm,,500 ml - 16.8oz,6
05631,1203,Mario Hachem,Silicon Hair Restorer,,150 ml - 5.07oz,6
05632,1204,Mario Hachem,Silicon Hair Restorer,,500 ml - 16.8oz,6
05633,1301,Mario Hachem,Protective Hair Oil,,125 ml - 4.23oz,6
05634,1501,Mario Hachem,Roots Activator with Essential Oils,,60 ml -2.02oz,6
05635,1504,Mario Hachem,Seven Plants Styling Energizer,,125 ml - 4.23oz,6
05636,1505 ,*Mario Hachem,Soy Protein Regenerator 10 ml - .34oz 10 Vials,,,6
05637,1506,Mario Hachem,Soy Protein Regenerator,,10 ml - .34oz,105
05638,1012,Mario Hachem,MH1,,60 ml -2.02oz,6
05639,1112,Mario Hachem,MH2,,60 ml -2.02oz,6
05640,1212,Mario Hachem,MH3,,60 ml -2.02oz,6
05641,1010,Mario Hachem,Deep Action Repair Mask,,150 ml - 5.07oz,6
05642,1011,Mario Hachem,Deep Action Repair Mask,,500 ml - 16.8oz,6
05643,1001,Mario Hachem,Green Clay Exfoliating Mask,,,6
05644,2420,Eminence,Rectangular Brush - 100% Boar Bristles (Made in France),,,6
05645,2400,Eminence,Small Round - 100% Boar Bristles (Made in France),,,6
05646,2401,Eminence,Medium Round Brush -100% Boar Bristles  (Made in France),,,6
05647,2402,Eminence,Big Round Brush -100 % Boar Bristles (Made in France) ,,,6
05648,2420,Eminence,Oval Brush -100% Boar Bristles (Made in France) ,,,6
05649,9988479,Dermaclair,Lemon Soap,,3.5oz/100gr,6/96
05650,9988560,Idole,Gold Cream Tube,,50gr,12/72
05651,9988561,Idole,Gold Soap,,100gr,6/144
05652,9988562,Idole,Carrot Lotion,,310 ml/10.5oz,24
05653,9988563,Idole,Eclaircissant Intense,,250 ml/8.5oz,24
05654,9988564,Idole,Honey Miel,,250 ml/8.5oz,24
05655,9988565,Idole,Cocoa Butter,,250 ml/8.5oz,24
05656,9988569,Idole,Germicidal Soap,,300gr,6/48
05657,9988568,Idole,Germicidal Soap,,100gr,6/144
05658,9988566,Idole,Karité-Shea Butter,,320 ml/10.5oz,24
05659,9988567,Idole,Karité-Shea Butter Soap,,200gr,3/72
05660,9988570,Idole,Life Saver Medicated Soap,,125gr,6/72
05661,68700,Precious,Ultra Lightening Gel,,30gr,10/600
05662,68701,Precious,Lightening Cream,,1.76oz/50gr,12/144
05663,68800,Clovate,Soap,,80gr,12/144
05664,68801,Clovate,Lightening Cream,,50gr,12/144
05665,68850,Neo Clear,Brightening & Clarifying Cream,,50gr,12/144
05666,68851,Neo Clear,Brightening & Clarifying Gel,,30gr,10/600
05667,68852,Neo Clear,Gentle Cleansing Bar,,200gr,48
05668,68875,Jamaican Ambre,Brightening Cream,,50gr,12/144
05669,68877,Jamaican Ambre,Moisturizing Cleansing Bar,,80gr,12/144
05670,68876,Jamaican Ambre,Brightening Gel,,30gr,10/600
05671,3000,Crino Pouss,Moelle de Boeuf Pomade w/Marrow Extracts Jar,,120 ml/4.23oz,15
05672,3001,Crino Pouss,Palma Christi Pomade w/Castor Oil Jar,,120 ml/4.23oz,15
05673,3002,Crino Pouss,Huile De Cresson Pomade w/Watercress Jar,,130 ml/4.39oz,15
05674,3003,Crino Pouss,Stop Chute/Pomade with Palma Christi & Cactus Oil,,120 ml/4.23oz,15
05675,3004,Crino Pouss,Conditioning Shampoo with Palma Christi,,16oz/500 ml,12
05676,3511,LQQKS,Stocking Wig Cap Black,,,12
05677,3501,King J,Du-Rag Black,,,12
05678,3502,King J,Du-Rag White,,,12
05679,3505,LQQKS,Stocking Wave Cap Twin colours ,,,12
05680,5000,Minoval,Plus (Made in Haiti),,120 ml,96
05681,5001,Minoval,(Made in France),,225 gr/7.5oz,72
05682,5002,Minoval,Hair Re-Growth ,,,
05683,5003,Minoval,Plus Pomade,,,
05684,9968653,IKB,Moisturizing Cream Jar,,250 ml,48
05685,9000,LQQKS,Handle Comb Dozen Black,,,12
05686,9320,LQQKS,"Foam Rollers. Available in JUMBO, X-Large, Large, Medium, Small",,,6
05687,9330,LQQKS,"Magnetic Rollers Available in JUMBO, X-Large, Large, Medium, Small",,,6
05688,9100,LQQKS,Afro Kinky Bulk 26'  Premium Synthetic fiber. All Numbers are available,,,50
05689,9150,LQQKS,Short Yaki Pony 2 pcs-100% Synthetic Hair. All numbers are available ,,,150
05690,9200,LQQKS,Kanekalon braid-100% synthetic hair. All numbers are available ,,,110
05691,9300,LQQKS,Wave Brush For Men -20 Models are available:Ask Your Representative for a demo,,,
05692,9350,LQQKS,"Snap On Magnetic Rollers.Available in Small, Medium, Large, Xlarge & Jumbo",,,6
05693,9499,LQQKS,Eyebrow Razor,,,36/72
05694,9375,LQQKS,9'' Breakable Comb Black,,,12
05695,9376,LQQKS,"9"" Breakable Comb Assorted colours",,,12
05696,9377,LQQKS,Rat Tail Comb,,,12
05697,7052,LQQKS,10 PC Professional Comb kit. Assorted colours. Also available in black & brown,,,12
05698,3913,LQQKS,60 Bob Pins 2'',,,12
05699,3919,LQQKS,40 Jumbo Bob Pins 3'',,,12
05700,9498,Afro Comb,Black,,,12
05701,9497,Weaving Thread,Black,,,12
05702,9496,Weaving Thread,Darkest Brown,,,12
05703,9495,Allure,Thread and Needle,,,12
05704,9400,Gloveworks,"100 Gloves Available in small, medium, large & extra large",,,12
05705,9500,Bello Barrettes,300 other models are available:Ask your representative for a demo,,,24
05706,9550,Fashion Earrings,425 models and sizes are available. Ask your representative for a demo,,,12
05707,9555,Fashion & Princess Bracelets,100 models are available. Ask your representative for a demo,,,12
05708,9560,Magnetic Earrings,Unisex,,,12
05709,9575,Fashion Jewelry Anklets,10 models are available,,,12
05710,9600,White Bandana,100% Cotton with black drawings,,,12
05711,9650,I Love Jesus Scarf/Echarpe,"Also available in beige, white, green, yellow, black & brown ",,,12
05712,62604,Allure,Mesh Wrap Black,,,12
05713,63001,Allure,Invisible Hair Net,,,12
05714,9988520,Top White,Soap,,200gr,36
05715,4000,Bio Claire,Lightening Body Cream,,300 ml/10.1oz,6/24
05716,4002,Bio Claire,Lightening Body Oil,,,6
05717,4003,Bio Claire,Lightening Body Lotion,,360 ml/12.1oz,6/24
05718,4004,Bio Claire,Soap,,200gr,6/48
05719,4006,Bio Claire,Maxi Tone Lotion,,500 ml/16.9oz,6/24
05720,4005,Bio Claire,Lightening Body Cream,,30gr,12/144
05721,4200,Fashion Fair,Cream Tube,,35gr,10
05722,4210,Clair Liss,Toning Soap,,180gr,6/72
05723,4300,Princess Cocoa Paa!,Cocoa Butter Hand & Body Cream Jar,,460 ml,4/48
05724,4301,Princess Cocoa Paa!,Cocoa Butter Hand & Body Lotion,,400 ml,4/48
05725,4400,Fabergé ,Deodorant Available in 4 colours,,200 ml,6
05726,4250,Mililo,Germicidal Soap,,80gr,12
05727,4500,Rico,Soap,,75gr,6/72
05728,5010,Miss Antilles,Lotion Suractivée,,150 ml/5.1oz,12
05729,6000,Roldan,Germicidal Soap 1%,,75gr,12/144
05730,6001,Roldan,1.5% Cream Tube,,50 ml/1.76oz,12/144
05731,6002,Roldan,2% Germicida Soap,,80gr,12/144
05732,6003,Roldan,2% Cream Tube,,50 ml/1.76oz,12/144
05733,6006,Roldan,Skin Toning Lotion,,474 ml/16oz,12
05734,6007,Roldan,Exfoliating Soap,,100gr,72
05735,9988475,Dermaclair,Lightening Soap w/Avocado Extract,,2.82oz,12/144
05736,6020,Extra Clair,Lightening Cream Jar,,300 ml,6
05737,6021,Extra Clair,Soap,,250gr,6/72
05738,6500,Maxi Light,Soap,,110gr/3.8oz,6/144
05739,7000,Skin Light,Soap,,200gr,6/72
05740,9968620,Le Touché de Venus,Soap,,80gr/2.82oz,12/144
05741,9968621,Le Touché de Venus,Brightening Gel,,30gr/1oz,10/600
05742,9968622,Le Touché de Venus,Brightening Cream,,50gr,12/144
05743,68625,Venus de Milo,Cream Beauty Soap,,150gr,96
05744,68599,Fair & White,So White Skin Perfector Cream Jar,,250 ml/8.45oz,12
05745,6650,Peau Claire,Soap,,180gr,6/72
05746,6600,Sivoderm,Soap,,80gr,12
05747,9988486,SH•18,Antiseptic Soap With Hydroquinone,,140gr/5oz,72
05748,9988571,Metasol,Medicated Soap,,80gr,12/144
05749,9968614,Carotis,Brightening Body Lotion,,500 ml/16.9oz,24
05750,9968615,Carotis,Beauty Cream Double Nutrition Jar,,250gr,6
05751,68616,Carotis,Lightening Serum,,30 ml/1oz,24
05752,68617,Carotis,Moisturizing Cream Jar,,250 ml,48
05753,68900,Neo Clear,Soap,,80gr/2.82oz,12/144
05754,20000,No name,Shea Butter 100% Natural Clear,,500 ml/16.9oz,6
05755,8000,Sanogyl,Toothpaste/Dentifrice,,75 ml,24
05756,69000,Extra Clair,Soap,,250gr,6/72
05757,6701,Hypprogel,Soap,,225gr,6/72
05758,6702,Hypprogel,Cream,,300 ml,6/48
05759,6720,Skin Light,Jar,,500 ml,6/48
05760,6703,Hypprogel,Lotion,,500 ml,6/48
05761,6710,Extra Claire,Plus Bel,,500 ml,6/48
05762,9050,Morgan's,Pomade,,100gr,6
05763,67923,Kuza Naturals,100% African Shea Butter Creamy Yellow,,15oz,6
05764,14000,Kidz Gro,Nature's Essence Shampoo,,12oz,36
05765,14005,Kidz Gro,Deep Replenishing Conditioner,,15oz,36
05766,14010,Kidz Gro,Comb Thru Moisturizer,,12oz,36
05767,14015,Kidz Gro,Nature's Essence Scalp Treatment,,4oz,36
05768,65640,ORS,HaiRepair Polisher,,6oz,12
05769,65643,ORS,Humidity Control Serum,,6oz,12
05770,02837,Parnevu,T-Tree Cream Glosser,,4oz,6
05771,24226,*Creme Of Nature,Argan Oil 12pc Display,,,1
05772,24227,*Creme Of Nature,Argan Oil 3oz 9pc Display,,,1
05773,37936,Dax,Coconut Oil,,14oz,12
05774,37953,Dax,Pressing Oil,,14oz,12
05775,37954,Dax,Pomade Super Light,,14oz,12
05776,81102,Phat Head,Lush & Lovely Repairing & Purifying Shampoo,,12oz,6
05777,81104,Phat Head,Lush & Lovely Repairing & Purifying Conditioner,,12oz,6
05778,81106,Phat Head,Smooth & Sexy Ultra Moisturizing Shampoo,,12oz,6
05779,81108,Phat Head,Smooth & Sexy Ultra Moisturizing Conditioner,,12oz,6
05780,81110,Phat Head,Hot & Curly Curl Defining Shine Gel,,8oz,6
05781,81112,Phat Head,Soft & Sensual Conditioning Hair Dress,,8oz,6
05782,81114,Phat Head,No-Mix Conditioning Cream Relaxer Super,,,6
05783,81116,Phat Head,No-Mix Conditioning Cream Relaxer Medium,,,6
05784,81118,Phat Head,No-Mix Conditioning Cream Relaxer Mild,,,6
05785,53002,Laila Ali,Intensive Hydrating Shampoo,,12.5oz,6
05786,53004,Laila Ali,Intensive Hydrating Conditioner,,12.5oz,6
05787,53006,Laila Ali,Purifying Hair & Scalp Shampoo,,12.5oz,6
05788,53008,Laila Ali,Repairing Hair & Scalp Conditioner,,12.5oz,6
05789,53010,Laila Ali,Curl Defining Shine Gel,,8oz,6
05790,53012,Laila Ali,Smoothing Conditioning Hair Dress,,8oz,6
